smiles,pIC50,QED,TPSA,logP,heavy_atom_count,ratio_C,ratio_N,ratio_O,ratio_F,ratio_S,ratio_Br,ratio_Cl,ratio_I,ratio_C_N,ratio_C_O,ratio_C_F,ratio_C_S,ratio_C_Br,ratio_C_Cl,ratio_C_I,ratio_N_O,ratio_N_F,ratio_N_S,ratio_N_Br,ratio_N_Cl,ratio_N_I,ratio_O_F,ratio_O_S,ratio_O_Br,ratio_O_Cl,ratio_O_I,ratio_F_S,ratio_F_Br,ratio_F_Cl,ratio_F_I,ratio_S_Br,ratio_S_Cl,ratio_S_I,ratio_Br_Cl,ratio_Br_I,ratio_Cl_I,ratio_C_N_O,ratio_C_N_F,ratio_C_N_S,ratio_C_N_Br,ratio_C_N_Cl,ratio_C_N_I,ratio_C_O_F,ratio_C_O_S,ratio_C_O_Br,ratio_C_O_Cl,ratio_C_O_I,ratio_C_F_S,ratio_C_F_Br,ratio_C_F_Cl,ratio_C_F_I,ratio_C_S_Br,ratio_C_S_Cl,ratio_C_S_I,ratio_C_Br_Cl,ratio_C_Br_I,ratio_C_Cl_I,ratio_N_O_F,ratio_N_O_S,ratio_N_O_Br,ratio_N_O_Cl,ratio_N_O_I,ratio_N_F_S,ratio_N_F_Br,ratio_N_F_Cl,ratio_N_F_I,ratio_N_S_Br,ratio_N_S_Cl,ratio_N_S_I,ratio_N_Br_Cl,ratio_N_Br_I,ratio_N_Cl_I,ratio_O_F_S,ratio_O_F_Br,ratio_O_F_Cl,ratio_O_F_I,ratio_O_S_Br,ratio_O_S_Cl,ratio_O_S_I,ratio_O_Br_Cl,ratio_O_Br_I,ratio_O_Cl_I,ratio_F_S_Br,ratio_F_S_Cl,ratio_F_S_I,ratio_F_Br_Cl,ratio_F_Br_I,ratio_F_Cl_I,ratio_S_Br_Cl,ratio_S_Br_I,ratio_S_Cl_I,ratio_Br_Cl_I,ratio_C_N_O_F,ratio_C_N_O_S,ratio_C_N_O_Br,ratio_C_N_O_Cl,ratio_C_N_O_I,ratio_C_N_F_S,ratio_C_N_F_Br,ratio_C_N_F_Cl,ratio_C_N_F_I,ratio_C_N_S_Br,ratio_C_N_S_Cl,ratio_C_N_S_I,ratio_C_N_Br_Cl,ratio_C_N_Br_I,ratio_C_N_Cl_I,ratio_C_O_F_S,ratio_C_O_F_Br,ratio_C_O_F_Cl,ratio_C_O_F_I,ratio_C_O_S_Br,ratio_C_O_S_Cl,ratio_C_O_S_I,ratio_C_O_Br_Cl,ratio_C_O_Br_I,ratio_C_O_Cl_I,ratio_C_F_S_Br,ratio_C_F_S_Cl,ratio_C_F_S_I,ratio_C_F_Br_Cl,ratio_C_F_Br_I,ratio_C_F_Cl_I,ratio_C_S_Br_Cl,ratio_C_S_Br_I,ratio_C_S_Cl_I,ratio_C_Br_Cl_I,ratio_N_O_F_S,ratio_N_O_F_Br,ratio_N_O_F_Cl,ratio_N_O_F_I,ratio_N_O_S_Br,ratio_N_O_S_Cl,ratio_N_O_S_I,ratio_N_O_Br_Cl,ratio_N_O_Br_I,ratio_N_O_Cl_I,ratio_N_F_S_Br,ratio_N_F_S_Cl,ratio_N_F_S_I,ratio_N_F_Br_Cl,ratio_N_F_Br_I,ratio_N_F_Cl_I,ratio_N_S_Br_Cl,ratio_N_S_Br_I,ratio_N_S_Cl_I,ratio_N_Br_Cl_I,ratio_O_F_S_Br,ratio_O_F_S_Cl,ratio_O_F_S_I,ratio_O_F_Br_Cl,ratio_O_F_Br_I,ratio_O_F_Cl_I,ratio_O_S_Br_Cl,ratio_O_S_Br_I,ratio_O_S_Cl_I,ratio_O_Br_Cl_I,ratio_F_S_Br_Cl,ratio_F_S_Br_I,ratio_F_S_Cl_I,ratio_F_Br_Cl_I,ratio_S_Br_Cl_I,ratio_C_N_O_F_S,ratio_C_N_O_F_Br,ratio_C_N_O_F_Cl,ratio_C_N_O_F_I,ratio_C_N_O_S_Br,ratio_C_N_O_S_Cl,ratio_C_N_O_S_I,ratio_C_N_O_Br_Cl,ratio_C_N_O_Br_I,ratio_C_N_O_Cl_I,ratio_C_N_F_S_Br,ratio_C_N_F_S_Cl,ratio_C_N_F_S_I,ratio_C_N_F_Br_Cl,ratio_C_N_F_Br_I,ratio_C_N_F_Cl_I,ratio_C_N_S_Br_Cl,ratio_C_N_S_Br_I,ratio_C_N_S_Cl_I,ratio_C_N_Br_Cl_I,ratio_C_O_F_S_Br,ratio_C_O_F_S_Cl,ratio_C_O_F_S_I,ratio_C_O_F_Br_Cl,ratio_C_O_F_Br_I,ratio_C_O_F_Cl_I,ratio_C_O_S_Br_Cl,ratio_C_O_S_Br_I,ratio_C_O_S_Cl_I,ratio_C_O_Br_Cl_I,ratio_C_F_S_Br_Cl,ratio_C_F_S_Br_I,ratio_C_F_S_Cl_I,ratio_C_F_Br_Cl_I,ratio_C_S_Br_Cl_I,ratio_N_O_F_S_Br,ratio_N_O_F_S_Cl,ratio_N_O_F_S_I,ratio_N_O_F_Br_Cl,ratio_N_O_F_Br_I,ratio_N_O_F_Cl_I,ratio_N_O_S_Br_Cl,ratio_N_O_S_Br_I,ratio_N_O_S_Cl_I,ratio_N_O_Br_Cl_I,ratio_N_F_S_Br_Cl,ratio_N_F_S_Br_I,ratio_N_F_S_Cl_I,ratio_N_F_Br_Cl_I,ratio_N_S_Br_Cl_I,ratio_O_F_S_Br_Cl,ratio_O_F_S_Br_I,ratio_O_F_S_Cl_I,ratio_O_F_Br_Cl_I,ratio_O_S_Br_Cl_I,ratio_F_S_Br_Cl_I,ratio_C_N_O_F_S_Br,ratio_C_N_O_F_S_Cl,ratio_C_N_O_F_S_I,ratio_C_N_O_F_Br_Cl,ratio_C_N_O_F_Br_I,ratio_C_N_O_F_Cl_I,ratio_C_N_O_S_Br_Cl,ratio_C_N_O_S_Br_I,ratio_C_N_O_S_Cl_I,ratio_C_N_O_Br_Cl_I,ratio_C_N_F_S_Br_Cl,ratio_C_N_F_S_Br_I,ratio_C_N_F_S_Cl_I,ratio_C_N_F_Br_Cl_I,ratio_C_N_S_Br_Cl_I,ratio_C_O_F_S_Br_Cl,ratio_C_O_F_S_Br_I,ratio_C_O_F_S_Cl_I,ratio_C_O_F_Br_Cl_I,ratio_C_O_S_Br_Cl_I,ratio_C_F_S_Br_Cl_I,ratio_N_O_F_S_Br_Cl,ratio_N_O_F_S_Br_I,ratio_N_O_F_S_Cl_I,ratio_N_O_F_Br_Cl_I,ratio_N_O_S_Br_Cl_I,ratio_N_F_S_Br_Cl_I,ratio_O_F_S_Br_Cl_I,ratio_C_N_O_F_S_Br_Cl,ratio_C_N_O_F_S_Br_I,ratio_C_N_O_F_S_Cl_I,ratio_C_N_O_F_Br_Cl_I,ratio_C_N_O_S_Br_Cl_I,ratio_C_N_F_S_Br_Cl_I,ratio_C_O_F_S_Br_Cl_I,ratio_N_O_F_S_Br_Cl_I
O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)/C(=C/c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)SC1=S,6.124938737,0.0708074916446438,142.48,7.079500000000005,50,0.68,0.08,0.12,0.06,0.06,,,,0.76,0.8,0.74,0.74,,,,0.2,0.14,0.14,,,,0.18,0.18,,,,0.12,,,,,,,,,,0.88,0.82,0.82,,,,0.86,0.86,,,,0.8,,,,,,,,,,0.26,0.26,,,,0.2,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,0.94,0.94,,,,0.88,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)SC1=S,6.060480747,0.0826034860996884,126.69,7.251600000000005,48,0.6666666666666666,0.0625,0.125,0.0625,0.0625,,0.020833333333333332,,0.7291666666666666,0.7916666666666666,0.7291666666666666,0.7291666666666666,,0.6875,,0.1875,0.125,0.125,,0.08333333333333333,,0.1875,0.1875,,0.14583333333333334,,0.125,,0.08333333333333333,,,0.08333333333333333,,,,,0.8541666666666666,0.7916666666666666,0.7916666666666666,,0.75,,0.8541666666666666,0.8541666666666666,,0.8125,,0.7916666666666666,,0.75,,,0.75,,,,,0.25,0.25,,0.20833333333333334,,0.1875,,0.14583333333333334,,,0.14583333333333334,,,,,0.25,,0.20833333333333334,,,0.20833333333333334,,,,,,0.14583333333333334,,,,,,,,,0.9166666666666666,0.9166666666666666,,0.875,,0.8541666666666666,,0.8125,,,0.8125,,,,,0.9166666666666666,,0.875,,,0.875,,,,,,0.8125,,,,,,,,,0.3125,,0.2708333333333333,,,0.2708333333333333,,,,,,0.20833333333333334,,,,,,,,,,0.2708333333333333,,,,,,,,,,,,,,0.9791666666666666,,0.9375,,,0.9375,,,,,,0.875,,,,,,,,,,0.9375,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CCOC4)CC3)cc2)cc1[N+](=O)[O-],8.619788758,0.0695332904770353,137.36,6.887500000000008,56,0.7321428571428571,0.10714285714285714,0.10714285714285714,,0.03571428571428571,,0.017857142857142856,,0.8392857142857143,0.8392857142857143,,0.7678571428571429,,0.75,,0.21428571428571427,,0.14285714285714285,,0.125,,,0.14285714285714285,,0.125,,,,,,,0.05357142857142857,,,,,0.9464285714285714,,0.875,,0.8571428571428571,,,0.875,,0.8571428571428571,,,,,,,0.7857142857142857,,,,,,0.25,,0.23214285714285715,,,,,,,0.16071428571428573,,,,,,,,,,0.16071428571428573,,,,,,,,,,,,,,,,0.9821428571428571,,0.9642857142857143,,,,,,,0.8928571428571429,,,,,,,,,,0.8928571428571429,,,,,,,,,,,,,,,,,,,,0.26785714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Oc2ccc3c4c(cccc24)C2=NC(=O)C(C#N)=C23)cc1,6.351639989,0.6889419417786787,62.45,4.560600000000004,26,0.8461538461538461,0.07692307692307693,0.07692307692307693,,,,,,0.9230769230769231,0.9230769230769231,,,,,,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(-c2ccc(C[C@@H]3NC(=O)N([C@@H](Cc4ccccc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)C3=O)cc2)c1,5.356547324,0.1423558759327759,155.79000000000002,4.802920000000003,45,0.7111111111111111,0.08888888888888889,0.15555555555555556,,0.022222222222222223,,0.022222222222222223,,0.8,0.8666666666666667,,0.7333333333333333,,0.7333333333333333,,0.24444444444444444,,0.1111111111111111,,0.1111111111111111,,,0.17777777777777778,,0.17777777777777778,,,,,,,0.044444444444444446,,,,,0.9555555555555556,,0.8222222222222222,,0.8222222222222222,,,0.8888888888888888,,0.8888888888888888,,,,,,,0.7555555555555555,,,,,,0.26666666666666666,,0.26666666666666666,,,,,,,0.13333333333333333,,,,,,,,,,0.2,,,,,,,,,,,,,,,,0.9777777777777777,,0.9777777777777777,,,,,,,0.8444444444444444,,,,,,,,,,0.9111111111111111,,,,,,,,,,,,,,,,,,,,0.28888888888888886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N[C@@H]1CCN(Cc2ccccc2)C1)[C@H]1[C@H](CO)[C@H]2Cn3c(cccc3=O)[C@H]2N1CC1CCCCC1,5.107905397,0.6065041998929259,77.81,2.782899999999999,37,0.8108108108108109,0.10810810810810811,0.08108108108108109,,,,,,0.918918918918919,0.8918918918918919,,,,,,0.1891891891891892,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)c1[nH]c2cc(Cl)ccc2c1CCCOc1cccc2ccccc12,6.017728767,0.4232025001575755,62.31999999999999,5.684300000000003,27,0.8148148148148148,0.037037037037037035,0.1111111111111111,,,,0.037037037037037035,,0.8518518518518519,0.9259259259259259,,,,0.8518518518518519,,0.14814814814814814,,,,0.07407407407407407,,,,,0.14814814814814814,,,,,,,,,,,,0.9629629629629629,,,,0.8888888888888888,,,,,0.9629629629629629,,,,,,,,,,,,,,,0.18518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCN1CCCCC1)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(cccc3=O)[C@H]1N2c1nc(-c2ccc(Cl)cc2)c(-c2ccccc2)s1,5.602059991,0.2831793421449481,90.7,5.062500000000006,44,0.7727272727272727,0.11363636363636363,0.06818181818181818,,0.022727272727272728,,0.022727272727272728,,0.8863636363636364,0.8409090909090909,,0.7954545454545454,,0.7954545454545454,,0.18181818181818182,,0.13636363636363635,,0.13636363636363635,,,0.09090909090909091,,0.09090909090909091,,,,,,,0.045454545454545456,,,,,0.9545454545454546,,0.9090909090909091,,0.9090909090909091,,,0.8636363636363636,,0.8636363636363636,,,,,,,0.8181818181818182,,,,,,0.20454545454545456,,0.20454545454545456,,,,,,,0.1590909090909091,,,,,,,,,,0.11363636363636363,,,,,,,,,,,,,,,,0.9772727272727273,,0.9772727272727273,,,,,,,0.9318181818181818,,,,,,,,,,0.8863636363636364,,,,,,,,,,,,,,,,,,,,0.22727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)c1sc2ccccc2c1CCCOc1cccc2ccccc12,5.013228266,0.4433188426246783,46.53,5.764300000000004,26,0.8461538461538461,,0.11538461538461539,,0.038461538461538464,,,,,0.9615384615384616,,0.8846153846153846,,,,,,,,,,,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(C)(C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,7.173925197,0.1583775138230449,121.65,6.322700000000006,41,0.7317073170731707,0.0975609756097561,0.12195121951219512,,0.04878048780487805,,,,0.8292682926829268,0.8536585365853658,,0.7804878048780488,,,,0.21951219512195122,,0.14634146341463414,,,,,0.17073170731707318,,,,,,,,,,,,,,0.9512195121951219,,0.8780487804878049,,,,,0.9024390243902439,,,,,,,,,,,,,,,0.2682926829268293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(c3ccccc3)=NO4)cc2)cc1[N+](=O)[O-],7.453457337,0.0845529518823398,146.48000000000002,6.401600000000007,52,0.7307692307692307,0.11538461538461539,0.11538461538461539,,0.038461538461538464,,,,0.8461538461538461,0.8461538461538461,,0.7692307692307693,,,,0.23076923076923078,,0.15384615384615385,,,,,0.15384615384615385,,,,,,,,,,,,,,0.9615384615384616,,0.8846153846153846,,,,,0.8846153846153846,,,,,,,,,,,,,,,0.2692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1(Cc2ccccc2F)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,8.508638306,0.0733109099374665,134.12,6.605200000000007,52,0.7307692307692307,0.09615384615384616,0.11538461538461539,0.019230769230769232,0.038461538461538464,,,,0.8269230769230769,0.8461538461538461,0.75,0.7692307692307693,,,,0.21153846153846154,0.11538461538461539,0.1346153846153846,,,,0.1346153846153846,0.15384615384615385,,,,0.057692307692307696,,,,,,,,,,0.9423076923076923,0.8461538461538461,0.8653846153846154,,,,0.8653846153846154,0.8846153846153846,,,,0.7884615384615384,,,,,,,,,,0.23076923076923078,0.25,,,,0.15384615384615385,,,,,,,,,,0.17307692307692307,,,,,,,,,,,,,,,,,,,,0.9615384615384616,0.9807692307692307,,,,0.8846153846153846,,,,,,,,,,0.9038461538461539,,,,,,,,,,,,,,,,,,,,0.2692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1(CC(C)(C)C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,7.795880017,0.1001789311216116,134.12,6.659600000000007,49,0.7346938775510204,0.10204081632653061,0.12244897959183673,,0.04081632653061224,,,,0.8367346938775511,0.8571428571428571,,0.7755102040816326,,,,0.22448979591836735,,0.14285714285714285,,,,,0.16326530612244897,,,,,,,,,,,,,,0.9591836734693877,,0.8775510204081632,,,,,0.8979591836734694,,,,,,,,,,,,,,,0.2653061224489796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,6.080921908,0.0454580298510727,192.4,5.084900000000004,49,0.6938775510204082,0.12244897959183673,0.14285714285714285,,0.04081632653061224,,,,0.8163265306122449,0.8367346938775511,,0.7346938775510204,,,,0.2653061224489796,,0.16326530612244897,,,,,0.1836734693877551,,,,,,,,,,,,,,0.9591836734693877,,0.8571428571428571,,,,,0.8775510204081632,,,,,,,,,,,,,,,0.30612244897959184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(OCCCn2ccc3cc(OCc4cccc(C(=O)O)c4)ccc32)cc(C)c1Cl,6.387216143,0.2818684486813125,60.69,6.6578400000000055,33,0.8181818181818182,0.030303030303030304,0.12121212121212122,,,,0.030303030303030304,,0.8484848484848485,0.9393939393939394,,,,0.8484848484848485,,0.15151515151515152,,,,0.06060606060606061,,,,,0.15151515151515152,,,,,,,,,,,,0.9696969696969697,,,,0.8787878787878788,,,,,0.9696969696969697,,,,,,,,,,,,,,,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,5.469800302,0.0650899780012655,176.61,4.603600000000004,46,0.6956521739130435,0.10869565217391304,0.15217391304347827,,0.043478260869565216,,,,0.8043478260869565,0.8478260869565217,,0.7391304347826086,,,,0.2608695652173913,,0.15217391304347827,,,,,0.1956521739130435,,,,,,,,,,,,,,0.9565217391304348,,0.8478260869565217,,,,,0.8913043478260869,,,,,,,,,,,,,,,0.30434782608695654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2c(c1)c(CC(=O)N[C@@H](Cc1ccc(OCc3cccc(C#N)c3)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c(C)n2C(=O)c1ccc(Cl)cc1,6.356547324,0.0842454202648804,199.73,7.087600000000006,59,0.711864406779661,0.0847457627118644,0.15254237288135594,,0.01694915254237288,,0.03389830508474576,,0.7966101694915254,0.864406779661017,,0.7288135593220338,,0.7457627118644068,,0.23728813559322035,,0.1016949152542373,,0.11864406779661017,,,0.1694915254237288,,0.1864406779661017,,,,,,,0.05084745762711865,,,,,0.9491525423728814,,0.8135593220338984,,0.8305084745762712,,,0.8813559322033898,,0.8983050847457628,,,,,,,0.7627118644067796,,,,,,0.2542372881355932,,0.2711864406779661,,,,,,,0.13559322033898305,,,,,,,,,,0.2033898305084746,,,,,,,,,,,,,,,,0.9661016949152542,,0.9830508474576272,,,,,,,0.847457627118644,,,,,,,,,,0.9152542372881356,,,,,,,,,,,,,,,,,,,,0.288135593220339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4ccc(N)nc4)c3)CC2)=C(c2ccc(Cl)cc2)C1,9.730487056,0.0867343109996255,185.5,7.977600000000009,64,0.734375,0.125,0.109375,,0.015625,,0.015625,,0.859375,0.84375,,0.75,,0.75,,0.234375,,0.140625,,0.140625,,,0.125,,0.125,,,,,,,0.03125,,,,,0.96875,,0.875,,0.875,,,0.859375,,0.859375,,,,,,,0.765625,,,,,,0.25,,0.25,,,,,,,0.15625,,,,,,,,,,0.140625,,,,,,,,,,,,,,,,0.984375,,0.984375,,,,,,,0.890625,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
