smiles,pIC50,QED,TPSA,logP,heavy_atom_count,ratio_C,ratio_N,ratio_O,ratio_F,ratio_S,ratio_Br,ratio_Cl,ratio_I,ratio_C_N,ratio_C_O,ratio_C_F,ratio_C_S,ratio_C_Br,ratio_C_Cl,ratio_C_I,ratio_N_O,ratio_N_F,ratio_N_S,ratio_N_Br,ratio_N_Cl,ratio_N_I,ratio_O_F,ratio_O_S,ratio_O_Br,ratio_O_Cl,ratio_O_I,ratio_F_S,ratio_F_Br,ratio_F_Cl,ratio_F_I,ratio_S_Br,ratio_S_Cl,ratio_S_I,ratio_Br_Cl,ratio_Br_I,ratio_Cl_I,ratio_C_N_O,ratio_C_N_F,ratio_C_N_S,ratio_C_N_Br,ratio_C_N_Cl,ratio_C_N_I,ratio_C_O_F,ratio_C_O_S,ratio_C_O_Br,ratio_C_O_Cl,ratio_C_O_I,ratio_C_F_S,ratio_C_F_Br,ratio_C_F_Cl,ratio_C_F_I,ratio_C_S_Br,ratio_C_S_Cl,ratio_C_S_I,ratio_C_Br_Cl,ratio_C_Br_I,ratio_C_Cl_I,ratio_N_O_F,ratio_N_O_S,ratio_N_O_Br,ratio_N_O_Cl,ratio_N_O_I,ratio_N_F_S,ratio_N_F_Br,ratio_N_F_Cl,ratio_N_F_I,ratio_N_S_Br,ratio_N_S_Cl,ratio_N_S_I,ratio_N_Br_Cl,ratio_N_Br_I,ratio_N_Cl_I,ratio_O_F_S,ratio_O_F_Br,ratio_O_F_Cl,ratio_O_F_I,ratio_O_S_Br,ratio_O_S_Cl,ratio_O_S_I,ratio_O_Br_Cl,ratio_O_Br_I,ratio_O_Cl_I,ratio_F_S_Br,ratio_F_S_Cl,ratio_F_S_I,ratio_F_Br_Cl,ratio_F_Br_I,ratio_F_Cl_I,ratio_S_Br_Cl,ratio_S_Br_I,ratio_S_Cl_I,ratio_Br_Cl_I,ratio_C_N_O_F,ratio_C_N_O_S,ratio_C_N_O_Br,ratio_C_N_O_Cl,ratio_C_N_O_I,ratio_C_N_F_S,ratio_C_N_F_Br,ratio_C_N_F_Cl,ratio_C_N_F_I,ratio_C_N_S_Br,ratio_C_N_S_Cl,ratio_C_N_S_I,ratio_C_N_Br_Cl,ratio_C_N_Br_I,ratio_C_N_Cl_I,ratio_C_O_F_S,ratio_C_O_F_Br,ratio_C_O_F_Cl,ratio_C_O_F_I,ratio_C_O_S_Br,ratio_C_O_S_Cl,ratio_C_O_S_I,ratio_C_O_Br_Cl,ratio_C_O_Br_I,ratio_C_O_Cl_I,ratio_C_F_S_Br,ratio_C_F_S_Cl,ratio_C_F_S_I,ratio_C_F_Br_Cl,ratio_C_F_Br_I,ratio_C_F_Cl_I,ratio_C_S_Br_Cl,ratio_C_S_Br_I,ratio_C_S_Cl_I,ratio_C_Br_Cl_I,ratio_N_O_F_S,ratio_N_O_F_Br,ratio_N_O_F_Cl,ratio_N_O_F_I,ratio_N_O_S_Br,ratio_N_O_S_Cl,ratio_N_O_S_I,ratio_N_O_Br_Cl,ratio_N_O_Br_I,ratio_N_O_Cl_I,ratio_N_F_S_Br,ratio_N_F_S_Cl,ratio_N_F_S_I,ratio_N_F_Br_Cl,ratio_N_F_Br_I,ratio_N_F_Cl_I,ratio_N_S_Br_Cl,ratio_N_S_Br_I,ratio_N_S_Cl_I,ratio_N_Br_Cl_I,ratio_O_F_S_Br,ratio_O_F_S_Cl,ratio_O_F_S_I,ratio_O_F_Br_Cl,ratio_O_F_Br_I,ratio_O_F_Cl_I,ratio_O_S_Br_Cl,ratio_O_S_Br_I,ratio_O_S_Cl_I,ratio_O_Br_Cl_I,ratio_F_S_Br_Cl,ratio_F_S_Br_I,ratio_F_S_Cl_I,ratio_F_Br_Cl_I,ratio_S_Br_Cl_I,ratio_C_N_O_F_S,ratio_C_N_O_F_Br,ratio_C_N_O_F_Cl,ratio_C_N_O_F_I,ratio_C_N_O_S_Br,ratio_C_N_O_S_Cl,ratio_C_N_O_S_I,ratio_C_N_O_Br_Cl,ratio_C_N_O_Br_I,ratio_C_N_O_Cl_I,ratio_C_N_F_S_Br,ratio_C_N_F_S_Cl,ratio_C_N_F_S_I,ratio_C_N_F_Br_Cl,ratio_C_N_F_Br_I,ratio_C_N_F_Cl_I,ratio_C_N_S_Br_Cl,ratio_C_N_S_Br_I,ratio_C_N_S_Cl_I,ratio_C_N_Br_Cl_I,ratio_C_O_F_S_Br,ratio_C_O_F_S_Cl,ratio_C_O_F_S_I,ratio_C_O_F_Br_Cl,ratio_C_O_F_Br_I,ratio_C_O_F_Cl_I,ratio_C_O_S_Br_Cl,ratio_C_O_S_Br_I,ratio_C_O_S_Cl_I,ratio_C_O_Br_Cl_I,ratio_C_F_S_Br_Cl,ratio_C_F_S_Br_I,ratio_C_F_S_Cl_I,ratio_C_F_Br_Cl_I,ratio_C_S_Br_Cl_I,ratio_N_O_F_S_Br,ratio_N_O_F_S_Cl,ratio_N_O_F_S_I,ratio_N_O_F_Br_Cl,ratio_N_O_F_Br_I,ratio_N_O_F_Cl_I,ratio_N_O_S_Br_Cl,ratio_N_O_S_Br_I,ratio_N_O_S_Cl_I,ratio_N_O_Br_Cl_I,ratio_N_F_S_Br_Cl,ratio_N_F_S_Br_I,ratio_N_F_S_Cl_I,ratio_N_F_Br_Cl_I,ratio_N_S_Br_Cl_I,ratio_O_F_S_Br_Cl,ratio_O_F_S_Br_I,ratio_O_F_S_Cl_I,ratio_O_F_Br_Cl_I,ratio_O_S_Br_Cl_I,ratio_F_S_Br_Cl_I,ratio_C_N_O_F_S_Br,ratio_C_N_O_F_S_Cl,ratio_C_N_O_F_S_I,ratio_C_N_O_F_Br_Cl,ratio_C_N_O_F_Br_I,ratio_C_N_O_F_Cl_I,ratio_C_N_O_S_Br_Cl,ratio_C_N_O_S_Br_I,ratio_C_N_O_S_Cl_I,ratio_C_N_O_Br_Cl_I,ratio_C_N_F_S_Br_Cl,ratio_C_N_F_S_Br_I,ratio_C_N_F_S_Cl_I,ratio_C_N_F_Br_Cl_I,ratio_C_N_S_Br_Cl_I,ratio_C_O_F_S_Br_Cl,ratio_C_O_F_S_Br_I,ratio_C_O_F_S_Cl_I,ratio_C_O_F_Br_Cl_I,ratio_C_O_S_Br_Cl_I,ratio_C_F_S_Br_Cl_I,ratio_N_O_F_S_Br_Cl,ratio_N_O_F_S_Br_I,ratio_N_O_F_S_Cl_I,ratio_N_O_F_Br_Cl_I,ratio_N_O_S_Br_Cl_I,ratio_N_F_S_Br_Cl_I,ratio_O_F_S_Br_Cl_I,ratio_C_N_O_F_S_Br_Cl,ratio_C_N_O_F_S_Br_I,ratio_C_N_O_F_S_Cl_I,ratio_C_N_O_F_Br_Cl_I,ratio_C_N_O_S_Br_Cl_I,ratio_C_N_F_S_Br_Cl_I,ratio_C_O_F_S_Br_Cl_I,ratio_N_O_F_S_Br_Cl_I
CN(C)CCCNc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CC(C)(C)CC4)CC3)cc2Oc2ccc3c(ccn3C(=O)OC(C)(C)C)c2)cc1[N+](=O)[O-],7.432385557,0.0579794675486049,168.59,10.046599999999998,67,0.746268656716418,0.1044776119402985,0.11940298507462686,,0.014925373134328358,,0.014925373134328358,,0.8507462686567164,0.8656716417910447,,0.7611940298507462,,0.7611940298507462,,0.22388059701492538,,0.11940298507462686,,0.11940298507462686,,,0.13432835820895522,,0.13432835820895522,,,,,,,0.029850746268656716,,,,,0.9701492537313433,,0.8656716417910447,,0.8656716417910447,,,0.8805970149253731,,0.8805970149253731,,,,,,,0.7761194029850746,,,,,,0.23880597014925373,,0.23880597014925373,,,,,,,0.13432835820895522,,,,,,,,,,0.14925373134328357,,,,,,,,,,,,,,,,0.9850746268656716,,0.9850746268656716,,,,,,,0.8805970149253731,,,,,,,,,,0.8955223880597015,,,,,,,,,,,,,,,,,,,,0.2537313432835821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(CC6CC6)CC5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4F)c3)CC2)=C(c2ccc(Cl)cc2)C1,10.14874165,0.072498397246117,153.14999999999998,9.8518,65,0.7538461538461538,0.1076923076923077,0.09230769230769231,0.015384615384615385,0.015384615384615385,,0.015384615384615385,,0.8615384615384616,0.8461538461538461,0.7692307692307693,0.7692307692307693,,0.7692307692307693,,0.2,0.12307692307692308,0.12307692307692308,,0.12307692307692308,,0.1076923076923077,0.1076923076923077,,0.1076923076923077,,0.03076923076923077,,0.03076923076923077,,,0.03076923076923077,,,,,0.9538461538461539,0.8769230769230769,0.8769230769230769,,0.8769230769230769,,0.8615384615384616,0.8615384615384616,,0.8615384615384616,,0.7846153846153846,,0.7846153846153846,,,0.7846153846153846,,,,,0.2153846153846154,0.2153846153846154,,0.2153846153846154,,0.13846153846153847,,0.13846153846153847,,,0.13846153846153847,,,,,0.12307692307692308,,0.12307692307692308,,,0.12307692307692308,,,,,,0.046153846153846156,,,,,,,,,0.9692307692307692,0.9692307692307692,,0.9692307692307692,,0.8923076923076924,,0.8923076923076924,,,0.8923076923076924,,,,,0.8769230769230769,,0.8769230769230769,,,0.8769230769230769,,,,,,0.8,,,,,,,,,0.23076923076923078,,0.23076923076923078,,,0.23076923076923078,,,,,,0.15384615384615385,,,,,,,,,,0.13846153846153847,,,,,,,,,,,,,,0.9846153846153847,,0.9846153846153847,,,0.9846153846153847,,,,,,0.9076923076923077,,,,,,,,,,0.8923076923076924,,,,,,,,,,,,,,,0.24615384615384617,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CCCC5)CC4)cc3Oc3ccccc3Cl)cc2[N+](=O)[O-])CC1,10.46852108,0.1056963501843489,137.36,8.468500000000006,57,0.7368421052631579,0.10526315789473684,0.10526315789473684,,0.017543859649122806,,0.03508771929824561,,0.8421052631578947,0.8421052631578947,,0.7543859649122807,,0.7719298245614035,,0.21052631578947367,,0.12280701754385964,,0.14035087719298245,,,0.12280701754385964,,0.14035087719298245,,,,,,,0.05263157894736842,,,,,0.9473684210526315,,0.8596491228070176,,0.8771929824561403,,,0.8596491228070176,,0.8771929824561403,,,,,,,0.7894736842105263,,,,,,0.22807017543859648,,0.24561403508771928,,,,,,,0.15789473684210525,,,,,,,,,,0.15789473684210525,,,,,,,,,,,,,,,,0.9649122807017544,,0.9824561403508771,,,,,,,0.8947368421052632,,,,,,,,,,0.8947368421052632,,,,,,,,,,,,,,,,,,,,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CCCCC5)CC4)cc3Oc3ccccc3Cl)cc2[N+](=O)[O-])CC1,9.974694135,0.1051324012663807,137.36,8.858600000000004,58,0.7413793103448276,0.10344827586206896,0.10344827586206896,,0.017241379310344827,,0.034482758620689655,,0.8448275862068966,0.8448275862068966,,0.7586206896551724,,0.7758620689655172,,0.20689655172413793,,0.1206896551724138,,0.13793103448275862,,,0.1206896551724138,,0.13793103448275862,,,,,,,0.05172413793103448,,,,,0.9482758620689655,,0.8620689655172413,,0.8793103448275862,,,0.8620689655172413,,0.8793103448275862,,,,,,,0.7931034482758621,,,,,,0.22413793103448276,,0.2413793103448276,,,,,,,0.15517241379310345,,,,,,,,,,0.15517241379310345,,,,,,,,,,,,,,,,0.9655172413793104,,0.9827586206896551,,,,,,,0.896551724137931,,,,,,,,,,0.896551724137931,,,,,,,,,,,,,,,,,,,,0.25862068965517243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NN5CCS(=O)(=O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,10.45593196,0.0865790329438784,200.18,6.878700000000007,62,0.6935483870967742,0.12903225806451613,0.12903225806451613,,0.03225806451612903,,0.016129032258064516,,0.8225806451612904,0.8225806451612904,,0.7258064516129032,,0.7096774193548387,,0.25806451612903225,,0.16129032258064516,,0.14516129032258066,,,0.16129032258064516,,0.14516129032258066,,,,,,,0.04838709677419355,,,,,0.9516129032258065,,0.8548387096774194,,0.8387096774193549,,,0.8548387096774194,,0.8387096774193549,,,,,,,0.7419354838709677,,,,,,0.2903225806451613,,0.27419354838709675,,,,,,,0.1774193548387097,,,,,,,,,,0.1774193548387097,,,,,,,,,,,,,,,,0.9838709677419355,,0.967741935483871,,,,,,,0.8709677419354839,,,,,,,,,,0.8709677419354839,,,,,,,,,,,,,,,,,,,,0.3064516129032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c(C#N)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,9.254144805,0.1113054727306968,152.68,8.623380000000004,60,0.7666666666666667,0.11666666666666667,0.08333333333333333,,0.016666666666666666,,0.016666666666666666,,0.8833333333333333,0.85,,0.7833333333333333,,0.7833333333333333,,0.2,,0.13333333333333333,,0.13333333333333333,,,0.1,,0.1,,,,,,,0.03333333333333333,,,,,0.9666666666666667,,0.9,,0.9,,,0.8666666666666667,,0.8666666666666667,,,,,,,0.8,,,,,,0.21666666666666667,,0.21666666666666667,,,,,,,0.15,,,,,,,,,,0.11666666666666667,,,,,,,,,,,,,,,,0.9833333333333333,,0.9833333333333333,,,,,,,0.9166666666666666,,,,,,,,,,0.8833333333333333,,,,,,,,,,,,,,,,,,,,0.23333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1CCC(COc2ncc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2Cl)CC1,10.95860731,0.1175887845114717,138.98,9.5456,61,0.7540983606557377,0.09836065573770492,0.09836065573770492,,0.01639344262295082,,0.03278688524590164,,0.8524590163934426,0.8524590163934426,,0.7704918032786885,,0.7868852459016393,,0.19672131147540983,,0.11475409836065574,,0.13114754098360656,,,0.11475409836065574,,0.13114754098360656,,,,,,,0.04918032786885246,,,,,0.9508196721311475,,0.8688524590163934,,0.8852459016393442,,,0.8688524590163934,,0.8852459016393442,,,,,,,0.8032786885245902,,,,,,0.21311475409836064,,0.22950819672131148,,,,,,,0.14754098360655737,,,,,,,,,,0.14754098360655737,,,,,,,,,,,,,,,,0.9672131147540983,,0.9836065573770492,,,,,,,0.9016393442622951,,,,,,,,,,0.9016393442622951,,,,,,,,,,,,,,,,,,,,0.2459016393442623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N5CCC(N6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,10.27572413,0.0913317689199696,166.48,8.12240000000001,65,0.7384615384615385,0.12307692307692308,0.1076923076923077,,0.015384615384615385,,0.015384615384615385,,0.8615384615384616,0.8461538461538461,,0.7538461538461538,,0.7538461538461538,,0.23076923076923078,,0.13846153846153847,,0.13846153846153847,,,0.12307692307692308,,0.12307692307692308,,,,,,,0.03076923076923077,,,,,0.9692307692307692,,0.8769230769230769,,0.8769230769230769,,,0.8615384615384616,,0.8615384615384616,,,,,,,0.7692307692307693,,,,,,0.24615384615384617,,0.24615384615384617,,,,,,,0.15384615384615385,,,,,,,,,,0.13846153846153847,,,,,,,,,,,,,,,,0.9846153846153847,,0.9846153846153847,,,,,,,0.8923076923076924,,,,,,,,,,0.8769230769230769,,,,,,,,,,,,,,,,,,,,0.26153846153846155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(OCC5COCCO5)c([N+](=O)[O-])c4)c(Oc4ccc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,9.89279003,0.0865271392813129,165.57,8.220600000000008,61,0.7377049180327869,0.08196721311475409,0.14754098360655737,,0.01639344262295082,,0.01639344262295082,,0.819672131147541,0.8852459016393442,,0.7540983606557377,,0.7540983606557377,,0.22950819672131148,,0.09836065573770492,,0.09836065573770492,,,0.16393442622950818,,0.16393442622950818,,,,,,,0.03278688524590164,,,,,0.9672131147540983,,0.8360655737704918,,0.8360655737704918,,,0.9016393442622951,,0.9016393442622951,,,,,,,0.7704918032786885,,,,,,0.2459016393442623,,0.2459016393442623,,,,,,,0.11475409836065574,,,,,,,,,,0.18032786885245902,,,,,,,,,,,,,,,,0.9836065573770492,,0.9836065573770492,,,,,,,0.8524590163934426,,,,,,,,,,0.9180327868852459,,,,,,,,,,,,,,,,,,,,0.26229508196721313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NS(=O)(=O)c1cccc([N+](=O)[O-])c1)[C@H](Cc1ccccc1)N1C(=O)N[C@@H](Cc2ccc(-c3ccc(Cl)cc3)cc2)C1=O,4.823908741,0.1481464012007686,155.79,4.494500000000003,44,0.7045454545454546,0.09090909090909091,0.1590909090909091,,0.022727272727272728,,0.022727272727272728,,0.7954545454545454,0.8636363636363636,,0.7272727272727273,,0.7272727272727273,,0.25,,0.11363636363636363,,0.11363636363636363,,,0.18181818181818182,,0.18181818181818182,,,,,,,0.045454545454545456,,,,,0.9545454545454546,,0.8181818181818182,,0.8181818181818182,,,0.8863636363636364,,0.8863636363636364,,,,,,,0.75,,,,,,0.2727272727272727,,0.2727272727272727,,,,,,,0.13636363636363635,,,,,,,,,,0.20454545454545456,,,,,,,,,,,,,,,,0.9772727272727273,,0.9772727272727273,,,,,,,0.8409090909090909,,,,,,,,,,0.9090909090909091,,,,,,,,,,,,,,,,,,,,0.29545454545454547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3OCc3csc(N)n3)cc2[N+](=O)[O-])CC1,7.962175249,0.0906653477029873,176.26999999999998,7.276600000000008,59,0.711864406779661,0.13559322033898305,0.1016949152542373,,0.03389830508474576,,0.01694915254237288,,0.847457627118644,0.8135593220338984,,0.7457627118644068,,0.7288135593220338,,0.23728813559322035,,0.1694915254237288,,0.15254237288135594,,,0.13559322033898305,,0.11864406779661017,,,,,,,0.05084745762711865,,,,,0.9491525423728814,,0.8813559322033898,,0.864406779661017,,,0.847457627118644,,0.8305084745762712,,,,,,,0.7627118644067796,,,,,,0.2711864406779661,,0.2542372881355932,,,,,,,0.1864406779661017,,,,,,,,,,0.15254237288135594,,,,,,,,,,,,,,,,0.9830508474576272,,0.9661016949152542,,,,,,,0.8983050847457628,,,,,,,,,,0.864406779661017,,,,,,,,,,,,,,,,,,,,0.288135593220339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(OCC#CCN5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4F)c3)CC2)=C(c2ccc(Cl)cc2)C1,9.688246139,0.0665054910658603,159.57999999999998,8.279900000000008,65,0.7384615384615385,0.09230769230769231,0.12307692307692308,0.015384615384615385,0.015384615384615385,,0.015384615384615385,,0.8307692307692308,0.8615384615384616,0.7538461538461538,0.7538461538461538,,0.7538461538461538,,0.2153846153846154,0.1076923076923077,0.1076923076923077,,0.1076923076923077,,0.13846153846153847,0.13846153846153847,,0.13846153846153847,,0.03076923076923077,,0.03076923076923077,,,0.03076923076923077,,,,,0.9538461538461539,0.8461538461538461,0.8461538461538461,,0.8461538461538461,,0.8769230769230769,0.8769230769230769,,0.8769230769230769,,0.7692307692307693,,0.7692307692307693,,,0.7692307692307693,,,,,0.23076923076923078,0.23076923076923078,,0.23076923076923078,,0.12307692307692308,,0.12307692307692308,,,0.12307692307692308,,,,,0.15384615384615385,,0.15384615384615385,,,0.15384615384615385,,,,,,0.046153846153846156,,,,,,,,,0.9692307692307692,0.9692307692307692,,0.9692307692307692,,0.8615384615384616,,0.8615384615384616,,,0.8615384615384616,,,,,0.8923076923076924,,0.8923076923076924,,,0.8923076923076924,,,,,,0.7846153846153846,,,,,,,,,0.24615384615384617,,0.24615384615384617,,,0.24615384615384617,,,,,,0.13846153846153847,,,,,,,,,,0.16923076923076924,,,,,,,,,,,,,,0.9846153846153847,,0.9846153846153847,,,0.9846153846153847,,,,,,0.8769230769230769,,,,,,,,,,0.9076923076923077,,,,,,,,,,,,,,,0.26153846153846155,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4cccc(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,10.52287875,0.0976384404716898,146.59,9.6538,64,0.75,0.09375,0.109375,,0.015625,,0.03125,,0.84375,0.859375,,0.765625,,0.78125,,0.203125,,0.109375,,0.125,,,0.125,,0.140625,,,,,,,0.046875,,,,,0.953125,,0.859375,,0.875,,,0.875,,0.890625,,,,,,,0.796875,,,,,,0.21875,,0.234375,,,,,,,0.140625,,,,,,,,,,0.15625,,,,,,,,,,,,,,,,0.96875,,0.984375,,,,,,,0.890625,,,,,,,,,,0.90625,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(CCN6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4cccc(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,10.11350927,0.0866495589746464,149.82999999999998,8.807000000000004,66,0.7424242424242424,0.10606060606060606,0.10606060606060606,,0.015151515151515152,,0.030303030303030304,,0.8484848484848485,0.8484848484848485,,0.7575757575757576,,0.7727272727272727,,0.21212121212121213,,0.12121212121212122,,0.13636363636363635,,,0.12121212121212122,,0.13636363636363635,,,,,,,0.045454545454545456,,,,,0.9545454545454546,,0.8636363636363636,,0.8787878787878788,,,0.8636363636363636,,0.8787878787878788,,,,,,,0.7878787878787878,,,,,,0.22727272727272727,,0.24242424242424243,,,,,,,0.15151515151515152,,,,,,,,,,0.15151515151515152,,,,,,,,,,,,,,,,0.9696969696969697,,0.9848484848484849,,,,,,,0.8939393939393939,,,,,,,,,,0.8939393939393939,,,,,,,,,,,,,,,,,,,,0.25757575757575757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4F)c3)CC2)=C(c2ccc(Cl)cc2)C1,10.19382003,0.0761327329236062,162.38,9.6208,67,0.746268656716418,0.1044776119402985,0.1044776119402985,0.014925373134328358,0.014925373134328358,,0.014925373134328358,,0.8507462686567164,0.8507462686567164,0.7611940298507462,0.7611940298507462,,0.7611940298507462,,0.208955223880597,0.11940298507462686,0.11940298507462686,,0.11940298507462686,,0.11940298507462686,0.11940298507462686,,0.11940298507462686,,0.029850746268656716,,0.029850746268656716,,,0.029850746268656716,,,,,0.9552238805970149,0.8656716417910447,0.8656716417910447,,0.8656716417910447,,0.8656716417910447,0.8656716417910447,,0.8656716417910447,,0.7761194029850746,,0.7761194029850746,,,0.7761194029850746,,,,,0.22388059701492538,0.22388059701492538,,0.22388059701492538,,0.13432835820895522,,0.13432835820895522,,,0.13432835820895522,,,,,0.13432835820895522,,0.13432835820895522,,,0.13432835820895522,,,,,,0.04477611940298507,,,,,,,,,0.9701492537313433,0.9701492537313433,,0.9701492537313433,,0.8805970149253731,,0.8805970149253731,,,0.8805970149253731,,,,,0.8805970149253731,,0.8805970149253731,,,0.8805970149253731,,,,,,0.7910447761194029,,,,,,,,,0.23880597014925373,,0.23880597014925373,,,0.23880597014925373,,,,,,0.14925373134328357,,,,,,,,,,0.14925373134328357,,,,,,,,,,,,,,0.9850746268656716,,0.9850746268656716,,,0.9850746268656716,,,,,,0.8955223880597015,,,,,,,,,,0.8955223880597015,,,,,,,,,,,,,,,0.2537313432835821,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
